"ID","Total.Enrollment","Female","Male","Asian","Black","Hispanic","White","Disabilities","English.Language.Learners","Poverty","Economic.Needs.Index","MAT_num_tested","MAT_mean_score","ELA_num_tested","ELA_mean_score"
"28Q182 2016",897,0.483,0.517,0.275,0.144,0.535,0.014,0.166,0.337,0.952,0.692,471,292,453,61
"28Q182 2017",796,0.506,0.494,0.273,0.139,0.549,0.013,0.147,0.347,0.946,0.677,388,289,383,61
"28Q190 2013",NA,0.478,0.522,0.339,0.099,0.269,0.27,0.158,0.087,0.568,NA,1005,315,990,71
"28Q190 2014",NA,0.466,0.534,0.331,0.093,0.274,0.282,0.165,0.079,0.566,NA,995,321,968,73
"28Q190 2015",NA,0.45,0.55,0.306,0.087,0.274,0.295,0.151,0.096,0.513,0.371,1002,320,981,73
"28Q190 2016",NA,0.448,0.552,0.329,0.074,0.278,0.289,0.124,0.081,0.469,0.348,1002,326,984,80
"28Q190 2017",NA,0.459,0.541,0.355,0.067,0.274,0.27,0.126,0.088,0.394,0.289,863,320,942,85
"28Q196 2013",689,0.47,0.53,0.414,0.015,0.134,0.386,0.106,0.058,0.218,NA,290,338,285,95
"28Q196 2014",747,0.49,0.51,0.386,0.021,0.142,0.379,0.119,0.064,0.25,NA,346,347,338,91
"28Q196 2015",799,0.508,0.492,0.37,0.026,0.13,0.389,0.124,0.056,0.219,0.147,361,347,354,98
"28Q196 2016",901,0.512,0.488,0.375,0.022,0.132,0.4,0.118,0.063,0.215,0.129,425,346,415,107
"28Q196 2017",959,0.504,0.496,0.37,0.026,0.135,0.397,0.127,0.06,0.21,0.123,425,348,418,104
"28Q206 2013",624,0.503,0.497,0.176,0.192,0.332,0.284,0.096,0.228,0.819,NA,293,300,283,57
"28Q206 2014",604,0.495,0.505,0.189,0.187,0.329,0.278,0.099,0.212,0.81,NA,283,302,275,57
"28Q206 2015",602,0.518,0.482,0.159,0.189,0.331,0.294,0.101,0.226,0.827,0.583,272,298,261,58
"28Q206 2016",589,0.491,0.509,0.178,0.182,0.301,0.311,0.097,0.241,0.852,0.553,275,298,269,62
"28Q206 2017",602,0.482,0.518,0.199,0.169,0.302,0.299,0.105,0.259,0.817,0.487,274,301,257,66
"28Q217 2013",NA,0.506,0.494,0.361,0.161,0.406,0.063,0.158,0.16,0.518,NA,1672,295,1635,58
"28Q217 2014",NA,0.49,0.51,0.371,0.143,0.42,0.056,0.158,0.172,0.628,NA,1255,296,1564,60
"28Q217 2015",NA,0.47,0.53,0.367,0.125,0.435,0.06,0.159,0.176,0.57,0.624,1095,301,1524,64
"28Q217 2016",NA,0.464,0.536,0.375,0.134,0.414,0.058,0.155,0.181,0.541,0.592,1091,300,1477,67
"28Q217 2017",NA,0.464,0.536,0.382,0.148,0.395,0.05,0.165,0.191,0.514,0.553,1113,297,1519,68
"28Q220 2013",647,0.457,0.543,0.274,0.097,0.236,0.376,0.138,0.202,0.804,NA,282,305,271,63
"28Q220 2014",689,0.476,0.524,0.299,0.087,0.241,0.35,0.152,0.193,0.745,NA,321,310,321,64
"28Q220 2015",711,0.481,0.519,0.293,0.086,0.245,0.36,0.148,0.179,0.767,0.525,338,313,333,64
"28Q220 2016",693,0.482,0.518,0.271,0.088,0.227,0.39,0.152,0.162,0.749,0.486,326,310,312,70
"28Q220 2017",707,0.499,0.501,0.28,0.085,0.231,0.373,0.119,0.18,0.745,0.469,319,309,313,69
"28Q284 2013",576,0.512,0.488,0.262,0.63,0.083,0.005,0.085,0.002,0.76,NA,257,318,256,73
"28Q284 2014",592,0.535,0.465,0.285,0.579,0.091,0.007,0.074,0.007,0.765,NA,209,321,267,77
"28Q284 2015",611,0.555,0.445,0.285,0.537,0.093,0.015,0.09,0.008,0.779,0.425,214,321,269,77
"28Q284 2016",621,0.552,0.448,0.295,0.514,0.098,0.014,0.082,0.006,0.778,0.415,181,320,275,86
"28Q284 2017",620,0.552,0.448,0.305,0.473,0.103,0.013,0.105,0.01,0.76,0.395,174,320,264,85
"28Q287 2014",106,0.472,0.528,0.085,0.689,0.16,0.019,0.311,0.066,0.896,NA,100,297,97,54
"28Q287 2015",237,0.43,0.57,0.127,0.57,0.228,0.017,0.257,0.076,0.827,0.682,214,288,213,46
"28Q287 2016",322,0.46,0.54,0.115,0.584,0.205,0.019,0.248,0.075,0.72,0.597,301,277,315,53
"28Q287 2017",372,0.478,0.522,0.161,0.543,0.212,0.008,0.255,0.097,0.669,0.612,289,282,343,58
"28Q303 2013",211,0.545,0.455,0.232,0.038,0.204,0.507,0.109,0.014,0.171,NA,40,336,40,102
"28Q303 2014",203,0.527,0.473,0.31,0.01,0.187,0.463,0.108,0.015,0.158,NA,32,342,32,120
"28Q303 2015",209,0.526,0.474,0.373,0.019,0.167,0.411,0.091,0.005,0.139,0.116,41,346,41,110
"28Q303 2016",196,0.505,0.495,0.367,0.036,0.199,0.372,0.107,0.01,0.204,0.128,29,341,29,111
"28Q303 2017",208,0.514,0.486,0.351,0.029,0.183,0.409,0.12,0.005,0.24,0.151,36,366,36,118
"28Q310 2013",625,0.52,0.48,0.248,0.523,0.184,0.027,0.125,0.09,0.795,NA,216,297,215,61
"28Q310 2014",647,0.533,0.467,0.241,0.529,0.182,0.023,0.142,0.094,0.879,NA,237,301,237,61
"28Q310 2015",661,0.523,0.477,0.265,0.513,0.157,0.029,0.153,0.088,0.818,0.562,211,295,236,61
"28Q310 2016",655,0.521,0.479,0.272,0.513,0.148,0.026,0.157,0.089,0.844,0.551,231,303,231,68
"28Q310 2017",668,0.496,0.504,0.299,0.475,0.138,0.021,0.15,0.078,0.844,0.536,233,306,232,72
"28Q332 2015",91,0.527,0.473,0.077,0.813,0.088,0,0.231,0.022,0.857,0.582,87,290,86,53
"28Q332 2016",202,0.48,0.52,0.094,0.767,0.084,0.015,0.238,0.025,0.792,0.539,195,291,194,57
"28Q332 2017",329,0.477,0.523,0.103,0.763,0.094,0.009,0.246,0.027,0.714,0.472,271,284,296,60
"28Q354 2013",355,0.417,0.583,0.031,0.876,0.076,0.011,0.155,0.042,0.899,NA,75,294,76,50
"28Q354 2014",440,0.45,0.55,0.023,0.916,0.05,0.002,0.184,0.043,0.889,NA,149,291,148,57
"28Q354 2015",569,0.455,0.545,0.014,0.912,0.058,0.004,0.206,0.037,0.84,0.594,236,291,236,52
"28Q354 2016",630,0.452,0.548,0.022,0.898,0.062,0.005,0.213,0.033,0.838,0.554,263,287,260,57
"28Q354 2017",642,0.464,0.536,0.026,0.882,0.062,0.012,0.192,0.04,0.74,0.514,253,289,252,57
"28Q358 2016",128,0.508,0.492,0.227,0.375,0.32,0.023,0.156,0.188,0.789,0.658,116,290,116,62
"28Q358 2017",262,0.492,0.508,0.221,0.309,0.397,0.027,0.176,0.156,0.84,0.664,248,302,251,64
"28Q680 2013",820,0.618,0.382,0.354,0.457,0.159,0.027,0.04,0.001,0.739,NA,294,335,294,95
"28Q680 2014",811,0.605,0.395,0.385,0.424,0.138,0.036,0.062,0.006,0.745,NA,285,334,284,94
"28Q680 2015",779,0.592,0.408,0.434,0.38,0.123,0.032,0.076,0.006,0.714,0.414,272,343,272,97
"28Q680 2016",726,0.58,0.42,0.468,0.351,0.106,0.032,0.091,0.003,0.652,0.424,256,344,258,103
"28Q680 2017",704,0.548,0.452,0.494,0.314,0.092,0.038,0.108,0.007,0.604,0.396,260,346,261,108
"28Q896 2013",522,1,0,0.239,0.55,0.176,0.025,0.1,0.017,1,NA,231,300,231,73
"28Q896 2014",555,1,0,0.265,0.519,0.162,0.023,0.121,0.014,1,NA,189,308,216,83
"28Q896 2015",557,1,0,0.291,0.481,0.163,0.016,0.124,0.023,1,0.49,214,319,219,83
"28Q896 2016",552,1,0,0.324,0.462,0.139,0.025,0.136,0.02,1,0.5,220,327,220,92
"28Q896 2017",566,1,0,0.325,0.481,0.115,0.023,0.147,0.019,1,0.467,220,326,220,97
"29Q015 2013",432,0.491,0.509,0.009,0.905,0.049,0.016,0.081,0.014,0.815,NA,202,296,202,61
"29Q015 2014",460,0.502,0.498,0.011,0.907,0.057,0.015,0.109,0.015,0.852,NA,215,302,215,58
"29Q015 2015",424,0.521,0.479,0.007,0.929,0.054,0.005,0.144,0.012,0.861,0.544,211,303,209,63
"29Q015 2016",468,0.517,0.483,0.006,0.944,0.047,0,0.135,0.017,0.774,0.482,225,300,223,71
"29Q015 2017",465,0.518,0.482,0.013,0.927,0.049,0.004,0.105,0.028,0.735,0.494,212,297,212,67
"29Q033 2013",NA,0.474,0.526,0.444,0.184,0.282,0.058,0.124,0.113,0.792,NA,483,299,472,68
"29Q033 2014",NA,0.479,0.521,0.444,0.18,0.262,0.053,0.132,0.096,0.762,NA,506,305,502,62
"29Q033 2015",NA,0.475,0.525,0.465,0.164,0.269,0.044,0.126,0.128,0.776,0.495,519,302,512,69
"29Q033 2016",NA,0.48,0.52,0.463,0.167,0.263,0.042,0.117,0.151,0.778,0.448,506,308,491,76
"29Q033 2017",989,0.471,0.529,0.468,0.148,0.263,0.044,0.124,0.176,0.81,0.399,476,310,463,78
"29Q034 2013",539,0.477,0.523,0.083,0.737,0.147,0.028,0.15,0.085,0.931,NA,247,299,239,63
"29Q034 2014",563,0.48,0.52,0.075,0.769,0.133,0.014,0.163,0.085,0.909,NA,259,303,247,61
"29Q034 2015",557,0.487,0.513,0.066,0.765,0.149,0.013,0.163,0.106,0.831,0.506,269,301,264,64
"29Q034 2016",570,0.481,0.519,0.077,0.739,0.156,0.014,0.156,0.096,0.844,0.502,281,297,274,66
"29Q034 2017",569,0.476,0.524,0.083,0.728,0.153,0.016,0.142,0.118,0.919,0.508,273,301,261,75
"29Q035 2013",672,0.531,0.469,0.24,0.382,0.287,0.043,0.126,0.14,0.899,NA,310,298,304,62
"29Q035 2014",676,0.531,0.469,0.25,0.392,0.254,0.037,0.132,0.114,0.901,NA,304,302,296,62
"29Q035 2015",659,0.537,0.463,0.25,0.373,0.27,0.041,0.15,0.14,0.907,0.601,315,302,300,57
"29Q035 2016",654,0.52,0.48,0.245,0.349,0.289,0.035,0.171,0.141,0.833,0.576,310,295,300,65
"29Q035 2017",680,0.503,0.497,0.284,0.338,0.276,0.028,0.141,0.141,0.863,0.529,307,295,296,63
"29Q036 2013",463,0.529,0.471,0.006,0.901,0.078,0.009,0.19,0.032,1,NA,209,291,209,57
"29Q036 2014",494,0.53,0.47,0.004,0.897,0.085,0.004,0.206,0.034,1,NA,230,289,229,59
"29Q036 2015",493,0.513,0.487,0,0.899,0.077,0.002,0.233,0.028,1,0.604,238,296,237,63
"29Q036 2016",487,0.515,0.485,0.002,0.881,0.088,0.002,0.203,0.035,1,0.594,253,293,250,67
"29Q036 2017",466,0.496,0.504,0.017,0.854,0.092,0.002,0.208,0.052,1,0.608,229,289,227,72
"29Q037 2013",564,0.488,0.512,0.007,0.902,0.074,0.011,0.147,0.035,0.824,NA,242,280,236,56
"29Q037 2014",546,0.5,0.5,0.007,0.91,0.073,0.004,0.176,0.042,0.819,NA,240,286,238,57
"29Q037 2015",558,0.478,0.522,0.02,0.898,0.07,0.004,0.201,0.052,0.844,0.633,246,290,242,60
"29Q037 2016",547,0.479,0.521,0.02,0.898,0.068,0.002,0.205,0.035,0.786,0.615,244,285,243,68
"29Q037 2017",508,0.488,0.512,0.026,0.882,0.079,0.002,0.189,0.037,0.73,0.591,238,287,236,61
"29Q038 2013",236,0.449,0.551,0.013,0.886,0.068,0.025,0.199,0.025,0.831,NA,142,291,142,58
"29Q038 2014",203,0.448,0.552,0.015,0.887,0.079,0.015,0.217,0.015,0.808,NA,111,303,111,63
"29Q038 2015",195,0.462,0.538,0.01,0.856,0.103,0.026,0.221,0.026,0.8,0.452,113,301,113,62
"29Q038 2016",218,0.445,0.555,0.014,0.894,0.064,0.018,0.202,0.018,0.826,0.451,104,300,104,72
"29Q038 2017",223,0.422,0.578,0.027,0.879,0.067,0.022,0.148,0.045,0.798,0.346,110,302,111,74
"29Q052 2013",549,0.454,0.546,0.016,0.871,0.091,0.011,0.162,0.051,1,NA,239,285,237,58
"29Q052 2014",508,0.486,0.514,0.018,0.894,0.071,0.01,0.205,0.039,1,NA,216,287,215,54
"29Q052 2015",511,0.501,0.499,0.008,0.883,0.09,0.004,0.196,0.037,1,0.669,212,286,212,58
"29Q052 2016",509,0.507,0.493,0.012,0.861,0.096,0.012,0.22,0.045,1,0.671,231,291,229,67
"29Q052 2017",475,0.493,0.507,0.032,0.819,0.116,0.008,0.194,0.072,1,0.624,223,286,218,62
"29Q059 2013",584,0.5,0.5,0.002,0.916,0.051,0.005,0.156,0.019,0.8,NA,571,285,574,46
"29Q059 2014",569,0.497,0.503,0.009,0.909,0.051,0.009,0.165,0.028,0.757,NA,529,284,557,52
"29Q059 2015",503,0.471,0.529,0.008,0.887,0.062,0.006,0.187,0.03,0.835,0.454,488,288,490,52
"29Q059 2016",548,0.496,0.504,0.013,0.912,0.047,0.011,0.195,0.022,0.648,0.449,507,285,527,63
"29Q059 2017",573,0.487,0.513,0.009,0.902,0.059,0.009,0.227,0.017,0.693,0.44,517,282,521,62
"29Q095 2013",NA,0.503,0.497,0.432,0.126,0.397,0.015,0.103,0.303,1,NA,713,299,694,65
"29Q095 2014",NA,0.487,0.513,0.418,0.126,0.4,0.014,0.107,0.291,1,NA,765,302,737,60
"29Q095 2015",NA,0.488,0.512,0.416,0.115,0.406,0.015,0.109,0.28,1,0.713,721,307,702,73
"29Q095 2016",NA,0.493,0.507,0.388,0.108,0.434,0.016,0.103,0.239,1,0.683,733,311,712,77
"29Q095 2017",NA,0.508,0.492,0.402,0.102,0.435,0.013,0.103,0.247,1,0.631,644,314,643,84
"29Q109 2013",NA,0.469,0.531,0.344,0.397,0.197,0.032,0.117,0.056,0.748,NA,1085,295,1067,61
"29Q109 2014",NA,0.464,0.536,0.335,0.419,0.185,0.037,0.115,0.081,0.78,NA,1070,298,1057,60
"29Q109 2015",968,0.477,0.523,0.327,0.405,0.197,0.044,0.129,0.074,0.69,0.427,897,294,944,60
"29Q109 2016",964,0.466,0.534,0.333,0.4,0.205,0.037,0.148,0.095,0.756,0.432,847,293,925,68
"29Q109 2017",NA,0.477,0.523,0.336,0.387,0.209,0.041,0.159,0.1,0.779,0.394,900,293,973,69
"29Q116 2013",762,0.521,0.479,0.072,0.672,0.215,0.021,0.144,0.092,1,NA,404,281,397,52
"29Q116 2014",753,0.534,0.466,0.054,0.672,0.239,0.023,0.194,0.089,1,NA,369,284,369,50
"29Q116 2015",762,0.51,0.49,0.047,0.634,0.289,0.02,0.199,0.105,1,0.73,382,283,374,50
"29Q116 2016",756,0.521,0.479,0.054,0.599,0.316,0.02,0.218,0.115,1,0.684,412,282,404,58
"29Q116 2017",766,0.505,0.495,0.061,0.567,0.339,0.016,0.226,0.125,1,0.666,437,280,424,58
"29Q118 2013",589,0.537,0.463,0.014,0.876,0.085,0.02,0.163,0.049,1,NA,270,285,268,59
"29Q118 2014",595,0.509,0.491,0.018,0.872,0.096,0.003,0.173,0.049,1,NA,272,294,261,57
"29Q118 2015",554,0.504,0.496,0.023,0.859,0.112,0,0.179,0.047,1,0.603,239,294,241,56
"29Q118 2016",530,0.496,0.504,0.03,0.823,0.117,0.002,0.192,0.042,1,0.583,248,294,245,66
"29Q118 2017",510,0.492,0.508,0.037,0.816,0.114,0.014,0.192,0.059,1,0.577,238,289,237,73
"29Q131 2013",840,0.479,0.521,0.748,0.081,0.11,0.045,0.073,0.217,0.883,NA,450,318,440,78
"29Q131 2014",840,0.489,0.511,0.733,0.081,0.13,0.035,0.088,0.215,0.86,NA,420,330,410,78
"29Q131 2015",831,0.497,0.503,0.734,0.083,0.123,0.035,0.1,0.219,0.854,0.582,423,328,412,81
"29Q131 2016",829,0.495,0.505,0.739,0.077,0.118,0.039,0.117,0.205,0.83,0.564,436,325,421,91
"29Q131 2017",871,0.497,0.503,0.754,0.069,0.106,0.044,0.114,0.201,0.822,0.526,469,323,456,86
"29Q132 2013",356,0.461,0.539,0.003,0.916,0.053,0.011,0.154,0.028,0.798,NA,150,293,150,59
"29Q132 2014",347,0.429,0.571,0,0.914,0.058,0.012,0.202,0.014,0.836,NA,138,309,136,64
"29Q132 2015",353,0.473,0.527,0,0.918,0.051,0.014,0.198,0.011,0.85,0.592,129,309,129,67
"29Q132 2016",381,0.47,0.53,0.005,0.934,0.037,0.01,0.228,0.003,0.848,0.587,164,303,164,76
"29Q132 2017",386,0.479,0.521,0.005,0.902,0.073,0.01,0.194,0.026,0.855,0.571,158,301,156,75
"29Q134 2013",509,0.468,0.532,0.041,0.868,0.075,0.014,0.222,0.118,0.861,NA,235,279,231,52
"29Q134 2014",487,0.464,0.536,0.035,0.856,0.086,0.01,0.244,0.092,0.836,NA,228,281,227,48
"29Q134 2015",459,0.492,0.508,0.022,0.867,0.094,0.013,0.22,0.105,0.83,0.557,204,286,200,57
"29Q134 2016",436,0.47,0.53,0.025,0.858,0.089,0.014,0.209,0.096,0.739,0.564,195,287,196,66
"29Q134 2017",416,0.488,0.512,0.024,0.822,0.132,0.014,0.212,0.103,0.764,0.512,194,284,188,66
"29Q135 2013",NA,0.476,0.524,0.366,0.328,0.209,0.045,0.123,0.105,1,NA,527,302,517,71
"29Q135 2014",973,0.474,0.526,0.384,0.325,0.188,0.041,0.137,0.095,1,NA,480,306,479,68
"29Q135 2015",NA,0.473,0.527,0.378,0.313,0.187,0.036,0.139,0.104,1,0.501,440,304,445,72
"29Q135 2016",NA,0.471,0.529,0.373,0.293,0.192,0.035,0.144,0.109,1,0.444,437,309,424,76
"29Q135 2017",NA,0.457,0.543,0.354,0.29,0.196,0.039,0.141,0.119,1,0.414,455,303,453,72
"29Q136 2013",628,0.502,0.498,0.005,0.906,0.064,0.008,0.139,0.025,0.881,NA,273,288,272,64
"29Q136 2014",630,0.492,0.508,0.005,0.906,0.068,0.006,0.171,0.029,0.919,NA,258,298,255,65
"29Q136 2015",591,0.503,0.497,0.005,0.915,0.058,0.007,0.184,0.022,0.902,0.581,246,290,247,62
"29Q136 2016",624,0.482,0.518,0.011,0.899,0.063,0.013,0.181,0.027,0.923,0.546,268,289,267,68
"29Q136 2017",648,0.488,0.512,0.019,0.887,0.065,0.014,0.15,0.048,0.921,0.529,228,297,219,70
"29Q138 2013",828,0.478,0.522,0.025,0.862,0.072,0.033,0.136,0.035,0.826,NA,579,285,573,52
"29Q138 2014",793,0.459,0.541,0.025,0.865,0.073,0.025,0.166,0.038,0.786,NA,482,280,535,50
"29Q138 2015",825,0.478,0.522,0.025,0.85,0.072,0.028,0.165,0.044,0.804,0.537,466,276,525,49
"29Q138 2016",790,0.466,0.534,0.03,0.837,0.082,0.024,0.18,0.044,0.784,0.513,543,278,540,59
"29Q138 2017",777,0.468,0.532,0.019,0.842,0.091,0.027,0.171,0.054,0.752,0.467,516,282,516,58
"29Q147 2013",713,0.482,0.518,0.011,0.944,0.031,0.01,0.122,0.049,0.809,NA,447,284,442,57
"29Q147 2014",700,0.493,0.507,0.013,0.939,0.029,0.011,0.129,0.036,0.79,NA,430,284,427,55
"29Q147 2015",695,0.511,0.489,0.01,0.95,0.026,0.012,0.155,0.042,0.768,0.466,421,287,429,56
"29Q147 2016",630,0.484,0.516,0.011,0.948,0.024,0.011,0.179,0.033,0.74,0.416,386,286,388,66
"29Q147 2017",606,0.492,0.508,0.017,0.921,0.036,0.013,0.201,0.043,0.751,0.408,393,280,393,63
"29Q156 2013",588,0.476,0.524,0.01,0.923,0.051,0.014,0.19,0.031,0.685,NA,435,282,436,55
"29Q156 2014",454,0.493,0.507,0.015,0.91,0.059,0.013,0.194,0.026,0.784,NA,321,280,328,53
"29Q156 2015",378,0.487,0.513,0.024,0.899,0.061,0.013,0.193,0.04,0.807,0.548,211,286,210,55
"29Q156 2016",293,0.481,0.519,0.02,0.904,0.061,0.003,0.137,0.041,0.751,0.522,134,283,131,64
"29Q156 2017",287,0.484,0.516,0.028,0.906,0.052,0,0.101,0.063,0.707,0.444,126,286,122,62
"29Q176 2013",806,0.557,0.443,0.037,0.916,0.033,0.012,0.078,0.026,0.764,NA,426,301,426,77
"29Q176 2014",741,0.545,0.455,0.05,0.908,0.03,0.008,0.097,0.019,0.746,NA,346,312,348,81
"29Q176 2015",741,0.549,0.451,0.055,0.903,0.031,0.004,0.116,0.016,0.764,0.359,368,312,368,82
"29Q176 2016",732,0.537,0.463,0.045,0.813,0.034,0.003,0.117,0.014,0.761,0.34,391,316,392,90
"29Q176 2017",737,0.536,0.464,0.053,0.748,0.05,0.004,0.094,0.015,0.799,0.34,393,318,398,92
"29Q181 2013",359,0.454,0.546,0.011,0.889,0.072,0.022,0.164,0.033,0.797,NA,169,286,166,56
"29Q181 2014",364,0.456,0.544,0.019,0.885,0.08,0.008,0.165,0.027,0.788,NA,170,299,168,58
"29Q181 2015",417,0.482,0.518,0.017,0.851,0.103,0.005,0.165,0.031,0.753,0.513,161,291,157,60
"29Q181 2016",389,0.463,0.537,0.015,0.859,0.082,0.005,0.226,0.028,0.733,0.546,164,293,164,70
"29Q181 2017",334,0.473,0.527,0.024,0.808,0.111,0.009,0.231,0.033,0.805,0.5,142,289,137,70
"29Q192 2013",563,0.492,0.508,0.016,0.918,0.05,0.009,0.226,0.06,0.787,NA,575,281,563,43
"29Q192 2014",528,0.473,0.527,0.013,0.92,0.049,0.011,0.241,0.061,0.85,NA,514,282,509,46
"29Q192 2015",511,0.47,0.53,0.029,0.871,0.078,0.014,0.217,0.051,0.759,0.483,509,278,504,50
"29Q192 2016",508,0.476,0.524,0.03,0.864,0.083,0.01,0.199,0.045,0.722,0.453,482,280,495,55
"29Q192 2017",507,0.448,0.552,0.03,0.795,0.105,0.018,0.189,0.071,0.653,0.43,469,270,474,58
"29Q195 2013",701,0.501,0.499,0.019,0.926,0.047,0.004,0.16,0.016,0.882,NA,352,282,351,54
"29Q195 2014",675,0.516,0.484,0.019,0.916,0.05,0.004,0.187,0.01,0.873,NA,301,288,297,59
"29Q195 2015",656,0.527,0.473,0.011,0.924,0.049,0.005,0.178,0.021,0.884,0.502,302,282,302,56
"29Q195 2016",613,0.511,0.489,0.008,0.923,0.051,0.007,0.181,0.016,0.85,0.482,293,291,293,63
"29Q195 2017",579,0.511,0.489,0.01,0.917,0.052,0.009,0.155,0.019,0.903,0.447,285,288,283,60
"29Q208 2013",733,0.505,0.495,0.095,0.769,0.102,0.02,0.149,0.016,0.603,NA,513,308,513,69
"29Q208 2014",733,0.514,0.486,0.089,0.769,0.112,0.015,0.165,0.015,0.595,NA,507,315,508,73
"29Q208 2015",703,0.498,0.502,0.085,0.765,0.117,0.013,0.186,0.011,0.612,0.295,488,314,472,75
"29Q208 2016",727,0.503,0.497,0.089,0.75,0.125,0.01,0.187,0.007,0.534,0.269,499,315,499,80
"29Q208 2017",739,0.495,0.505,0.089,0.75,0.123,0.008,0.183,0.009,0.537,0.267,498,310,505,80
"29Q238 2013",NA,0.521,0.479,0.267,0.452,0.235,0.019,0.133,0.119,0.877,NA,1533,293,1490,54
"29Q238 2014",NA,0.519,0.481,0.255,0.441,0.256,0.02,0.147,0.13,0.912,NA,1496,289,1457,51
"29Q238 2015",NA,0.5,0.5,0.258,0.435,0.259,0.019,0.146,0.142,0.909,0.601,1454,285,1464,50
"29Q238 2016",NA,0.498,0.502,0.273,0.391,0.276,0.019,0.157,0.154,0.909,0.586,1324,283,1406,55
"29Q238 2017",NA,0.503,0.497,0.293,0.364,0.277,0.024,0.138,0.165,0.792,0.574,1158,279,1410,56
"29Q251 2013",348,0.483,0.517,0.011,0.96,0.017,0.006,0.138,0.006,0.793,NA,64,308,64,65
"29Q251 2014",333,0.486,0.514,0.012,0.949,0.024,0.003,0.159,0.009,0.781,NA,69,308,69,71
"29Q251 2015",346,0.497,0.503,0.009,0.916,0.035,0.014,0.176,0,0.783,0.529,65,301,65,73
"29Q251 2016",325,0.526,0.474,0.015,0.917,0.034,0.012,0.209,0,0.738,0.489,105,303,106,81
"29Q251 2017",354,0.492,0.508,0.051,0.856,0.056,0.011,0.215,0,0.706,0.42,152,301,151,79
"29Q259 2013",567,0.483,0.517,0.025,0.921,0.034,0.007,0.148,0.021,0.737,NA,240,288,239,56
"29Q259 2014",563,0.496,0.504,0.028,0.901,0.037,0.011,0.149,0.03,0.753,NA,200,296,201,62
"29Q259 2015",599,0.491,0.509,0.028,0.9,0.052,0.013,0.15,0.028,0.781,0.4,202,288,201,63
"29Q259 2016",579,0.475,0.525,0.036,0.876,0.06,0.01,0.161,0.028,0.748,0.383,180,277,209,65
"29Q259 2017",618,0.487,0.513,0.049,0.859,0.053,0.013,0.157,0.026,0.744,0.362,157,280,239,68
"29Q268 2013",609,0.491,0.509,0.241,0.465,0.213,0.016,0.156,0.053,0.854,NA,392,293,391,59
"29Q268 2014",608,0.503,0.497,0.242,0.408,0.23,0.016,0.145,0.053,0.872,NA,373,302,380,63
"29Q268 2015",590,0.498,0.502,0.244,0.38,0.258,0.02,0.144,0.049,0.846,0.645,329,306,336,69
"29Q268 2016",580,0.507,0.493,0.269,0.341,0.267,0.022,0.147,0.078,0.826,0.622,340,304,358,75
"29Q268 2017",604,0.502,0.498,0.257,0.311,0.315,0.022,0.157,0.141,0.786,0.587,373,300,373,75
"29Q270 2013",651,0.538,0.462,0.014,0.942,0.018,0.012,0.157,0.005,0.644,NA,411,294,410,66
"29Q270 2014",667,0.525,0.475,0.007,0.982,0.004,0,0.157,0.003,0.603,NA,413,300,412,66
"29Q270 2015",678,0.513,0.487,0.009,0.978,0.006,0,0.167,0.003,0.529,0.344,435,302,435,68
"29Q270 2016",678,0.501,0.499,0.007,0.968,0.016,0,0.156,0.001,0.599,0.34,439,299,465,73
"29Q270 2017",706,0.51,0.49,0.007,0.963,0.016,0.001,0.15,0.004,0.54,0.326,448,298,485,76
"29Q283 2013",477,0.591,0.409,0.042,0.83,0.09,0.013,0.153,0.019,0.74,NA,181,299,181,65
"29Q283 2014",522,0.613,0.387,0.04,0.837,0.084,0.015,0.151,0.011,0.739,NA,176,309,175,68
"29Q283 2015",552,0.605,0.395,0.038,0.842,0.071,0.016,0.159,0.009,0.739,0.475,168,306,168,68
"29Q283 2016",578,0.599,0.401,0.042,0.855,0.059,0.019,0.159,0.014,0.718,0.441,109,311,161,73
"29Q283 2017",609,0.56,0.44,0.028,0.859,0.064,0.018,0.156,0.018,0.741,0.397,83,304,179,74
"29Q289 2014",80,0.463,0.538,0.013,0.9,0.05,0.025,0.2,0.025,0.75,NA,76,291,76,54
"29Q289 2015",148,0.493,0.507,0.007,0.851,0.061,0.007,0.189,0.02,0.709,0.358,145,280,147,52
"29Q289 2016",240,0.5,0.5,0.008,0.863,0.05,0.008,0.183,0.017,0.712,0.426,208,275,224,57
"29Q289 2017",232,0.526,0.474,0.004,0.845,0.06,0.009,0.172,0.013,0.784,0.426,224,269,222,59
"29Q295 2013",571,0.501,0.499,0.35,0.308,0.263,0.058,0.117,0.081,0.788,NA,370,312,369,71
"29Q295 2014",556,0.482,0.518,0.356,0.306,0.254,0.056,0.138,0.077,0.813,NA,336,313,342,73
"29Q295 2015",540,0.465,0.535,0.372,0.274,0.27,0.048,0.165,0.091,0.815,0.424,336,312,333,73
"29Q295 2016",548,0.464,0.536,0.376,0.252,0.281,0.047,0.168,0.111,0.79,0.414,329,309,341,78
"29Q295 2017",532,0.457,0.543,0.35,0.25,0.299,0.039,0.164,0.103,0.784,0.399,319,313,326,80
"29Q327 2013",252,0,1,0.02,0.921,0.04,0.02,0.218,0.004,0.683,NA,237,289,239,58
"29Q327 2014",345,0,1,0.014,0.907,0.038,0.02,0.226,0.003,0.699,NA,250,295,251,57
"29Q327 2015",428,0,1,0.012,0.893,0.042,0.021,0.227,0.002,0.701,0.415,241,294,240,57
